run_id,profile,checkpoint,gamma,seed,step,layer,status,training_loss,training_accuracy,test_accuracy,ntk_drift,weight_displacement,cka_drift,effective_rank,local_q01,local_normalized_q01,task_jacobian,nuisance_jacobian,global_q01,global_normalized_q01,collision_score,linear_nuisance_cosine,mlp_nuisance_cosine,linear_task_accuracy,mlp_task_accuracy,ph_h1_top1,ph_h1_top2
8212b25d1f355922,03878c8d9b9954cd,final,0.5,0,32,2,converged,0.0883557403564453,0.9749,0.984,0.9097630381584167,0.028592663250556025,0.017685113483143056,10.1034707638355,3.0551793575286865,0.7345459461212158,4.505684852600098,3.740809440612793,1.662331223487854,0.39966840864812164,0.15722718834877014,0.9999740719795227,0.999459445476532,0.99,0.991,0.8869186838467916,0.598675549030304
8212b25d1f355922,03878c8d9b9954cd,final,0.5,0,32,3,converged,0.0883557403564453,0.9749,0.984,0.9097630381584167,0.028592663250556025,0.07806244877585611,9.394857270610116,2.881685972213745,0.6712653636932373,5.072935104370117,3.632279396057129,1.5825625658035278,0.3686451018327654,0.18416853249073029,0.9999305605888367,0.9992631673812866,0.992,0.991,0.9522682329018911,0.44451336065928143
8212b25d1f355922,03878c8d9b9954cd,final,0.5,0,32,4,converged,0.0883557403564453,0.9749,0.984,0.9097630381584167,0.028592663250556025,0.1600382699169054,8.265530191059813,2.6487271785736084,0.5798972249031067,5.876788139343262,3.515313148498535,1.465183138847351,0.320778851664751,0.2063596248626709,0.9998391270637512,0.9991627931594849,0.988,0.991,0.9681084056695303,0.3642982443173726
9eb9b205693b955a,03878c8d9b9954cd,step_0000000,0.03125,2,0,1,converged,1.3862946044921876,0.2496,0.256,0.0,,-6.661338147750939e-16,8.088566641533532,3.2907307147979736,0.7468307018280029,3.9913082122802734,3.7987194061279297,1.8744806051254272,0.425413025217632,0.1404963880777359,0.9999968409538269,0.999735951423645,0.993,0.991,0.7827601035435995,0.7495985627174377
9eb9b205693b955a,03878c8d9b9954cd,step_0000000,0.03125,2,0,2,converged,1.3862946044921876,0.2496,0.256,0.0,,-4.440892098500626e-16,10.909260424735939,2.915081262588501,0.7613140940666199,4.161735534667969,3.7593302726745605,1.5339306592941284,0.4006073645008298,0.14800336956977844,0.9999774098396301,0.9995109438896179,0.99,0.977,0.7161146203676859,0.6270299752553304
9eb9b205693b955a,03878c8d9b9954cd,step_0000000,0.03125,2,0,3,converged,1.3862946044921876,0.2496,0.256,0.0,,1.3322676295501878e-15,13.37523643672316,2.764037847518921,0.7995384931564331,4.194117546081543,3.8873233795166016,1.3580769300460815,0.39284368708354406,0.15436521172523499,0.9999390840530396,0.9992921948432922,0.991,0.988,0.6012787818908691,0.5496688882509867
9eb9b205693b955a,03878c8d9b9954cd,step_0000000,0.03125,2,0,4,converged,1.3862946044921876,0.2496,0.256,0.0,,1.3322676295501878e-15,15.896022767619728,2.7234714031219482,0.8929516077041626,4.141753196716309,3.814326763153076,1.1733318567276,0.3847033359124523,0.1616726964712143,0.9998498558998108,0.9991632103919983,0.984,0.982,0.5358465711275736,0.46798771619796753
9eb9b205693b955a,03878c8d9b9954cd,final,0.03125,2,64,1,converged,0.09767492370605468,0.98505,0.986,0.029734697192907333,0.002254354443896011,1.3874360216270532e-07,8.087736934405411,3.290520668029785,0.7466961741447449,3.9907424449920654,3.798520088195801,1.8747553825378418,0.42542589420768295,0.1404963880777359,0.9999968409538269,0.9996955394744873,0.993,0.99,0.7830557425816854,0.7493808170159658
9eb9b205693b955a,03878c8d9b9954cd,final,0.03125,2,64,2,converged,0.09767492370605468,0.98505,0.986,0.029734697192907333,0.002254354443896011,3.0210281831810626e-05,10.892970731095122,2.912501573562622,0.7596170902252197,4.17427921295166,3.7580296993255615,1.53585684299469,0.40057079242601423,0.14811033010482788,0.9999774098396301,0.9995629787445068,0.988,0.976,0.7174339890480042,0.6263856887817383
9eb9b205693b955a,03878c8d9b9954cd,final,0.03125,2,64,3,converged,0.09767492370605468,0.98505,0.986,0.029734697192907333,0.002254354443896011,0.000330351822283248,13.349316583482349,2.777179002761841,0.8012982606887817,4.214350700378418,3.8939197063446045,1.3605430126190186,0.3925569029000487,0.15446513891220093,0.999934196472168,0.9993780255317688,0.991,0.989,0.5997786521911621,0.5570489764213562
9eb9b205693b955a,03878c8d9b9954cd,final,0.03125,2,64,4,converged,0.09767492370605468,0.98505,0.986,0.029734697192907333,0.002254354443896011,0.0012291228796920128,15.911838099118103,2.6862518787384033,0.8776983618736267,4.165031433105469,3.793509006500244,1.183558464050293,0.3867125602801603,0.161748468875885,0.9998521208763123,0.9993133544921875,0.985,0.98,0.537872314453125,0.4730310042699178
a1dbfdb26a4eaf3b,03878c8d9b9954cd,step_0000000,1.0,1,0,1,converged,1.3862946044921876,0.2496,0.256,0.0,,1.9984014443252818e-15,8.087431230653586,3.1112101078033447,0.7160986661911011,3.797456979751587,3.794009208679199,1.8348439931869507,0.4223209767251606,0.14072029292583466,0.9999967217445374,0.9997196197509766,0.992,0.982,0.7785612940788269,0.7549129823843638
a1dbfdb26a4eaf3b,03878c8d9b9954cd,step_0000000,1.0,1,0,2,converged,1.3862946044921876,0.2496,0.256,0.0,,2.3314683517128287e-15,10.673854632791711,2.8233463764190674,0.7486216425895691,3.763105869293213,3.8114309310913086,1.5323883295059204,0.4063189131572288,0.1461678296327591,0.9999758005142212,0.9993117451667786,0.989,0.988,0.7211771011352539,0.6888223687807719
